,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artists,song_title
5353,0.899,0.713,-2.752,0.366,0.255,0.0,0.0708,0.777,90.051,193467,8,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,audio_features,7iL6o9tox1zgHpKUfh9vuC,spotify:track:7iL6o9tox1zgHpKUfh9vuC,https://api.spotify.com/v1/tracks/7iL6o9tox1zgHpKUfh9vuC,https://api.spotify.com/v1/audio-analysis/7iL6o9tox1zgHpKUfh9vuC,193467,4,50 Cent,In Da Club
5354,0.738,0.794,-4.118,0.0416,0.101,0.0,0.0533,0.566,104.014,184134,4,0.738,0.794,11,-4.118,0,0.0416,0.101,0.0,0.0533,0.566,104.014,audio_features,7jEyX4bqaCSdMN4D4JNnVj,spotify:track:7jEyX4bqaCSdMN4D4JNnVj,https://api.spotify.com/v1/tracks/7jEyX4bqaCSdMN4D4JNnVj,https://api.spotify.com/v1/audio-analysis/7jEyX4bqaCSdMN4D4JNnVj,184134,4,Jonas Blue,Mama
5355,0.918,0.609,-5.64,0.0791,0.0928,0.0,0.139,0.304,128.008,231400,1,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,audio_features,0CAfXk7DXMnon4gLudAp7J,spotify:track:0CAfXk7DXMnon4gLudAp7J,https://api.spotify.com/v1/tracks/0CAfXk7DXMnon4gLudAp7J,https://api.spotify.com/v1/audio-analysis/0CAfXk7DXMnon4gLudAp7J,231400,4,Flo Rida,Low (feat. T-Pain)
5356,0.683,0.772,-7.907,0.0311,0.0222,0.0149,0.203,0.737,123.871,270373,4,0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871,audio_features,2ahnofp2LbBWDXcJbMaSTu,spotify:track:2ahnofp2LbBWDXcJbMaSTu,https://api.spotify.com/v1/tracks/2ahnofp2LbBWDXcJbMaSTu,https://api.spotify.com/v1/audio-analysis/2ahnofp2LbBWDXcJbMaSTu,270373,4,Haddaway,"What Is Love - 7"" Mix"
5357,0.706,0.89,-4.444,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133,4,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,audio_features,2LEF1A8DOZ9wRYikWgVlZ8,spotify:track:2LEF1A8DOZ9wRYikWgVlZ8,https://api.spotify.com/v1/tracks/2LEF1A8DOZ9wRYikWgVlZ8,https://api.spotify.com/v1/audio-analysis/2LEF1A8DOZ9wRYikWgVlZ8,248133,4,Flo Rida,Good Feeling
5358,0.688,0.662,-5.57,0.0441,0.0971,1.34e-06,0.172,0.549,115.106,174100,1,0.688,0.662,6,-5.57,1,0.0441,0.0971,1.34e-06,0.172,0.549,115.106,audio_features,6VYIVgVqEIwzRwpJz5rMa4,spotify:track:6VYIVgVqEIwzRwpJz5rMa4,https://api.spotify.com/v1/tracks/6VYIVgVqEIwzRwpJz5rMa4,https://api.spotify.com/v1/audio-analysis/6VYIVgVqEIwzRwpJz5rMa4,174100,4,Sam Feldt,Pick Me Up
5359,0.636,0.513,-8.193,0.322,0.237,0.0,0.314,0.496,127.607,134997,8,0.636,0.513,5,-8.193,0,0.322,0.237,0.0,0.314,0.496,127.607,audio_features,7szdB77zfN4fYUrzrRCNdj,spotify:track:7szdB77zfN4fYUrzrRCNdj,https://api.spotify.com/v1/tracks/7szdB77zfN4fYUrzrRCNdj,https://api.spotify.com/v1/audio-analysis/7szdB77zfN4fYUrzrRCNdj,134997,4,Grand Khai,Hold It Down
5360,0.749,0.605,-9.359,0.086,0.00186,0.0381,0.115,0.966,142.024,251733,4,0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,audio_features,6mz1fBdKATx6qP4oP1I65G,spotify:track:6mz1fBdKATx6qP4oP1I65G,https://api.spotify.com/v1/tracks/6mz1fBdKATx6qP4oP1I65G,https://api.spotify.com/v1/audio-analysis/6mz1fBdKATx6qP4oP1I65G,251733,4,Ginuwine,Pony
5361,0.614,0.574,-7.961,0.466,0.0253,3.2e-05,0.38,0.755,125.173,209107,8,0.614,0.574,11,-7.961,1,0.466,0.0253,3.2e-05,0.38,0.755,125.173,audio_features,5D2mYZuzcgjpchVY1pmTPh,spotify:track:5D2mYZuzcgjpchVY1pmTPh,https://api.spotify.com/v1/tracks/5D2mYZuzcgjpchVY1pmTPh,https://api.spotify.com/v1/audio-analysis/5D2mYZuzcgjpchVY1pmTPh,209107,5,50 Cent,Candy Shop
5362,0.734,0.874,-3.158,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,166028,4,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,audio_features,6cx06DFPPHchuUAcTxznu9,spotify:track:6cx06DFPPHchuUAcTxznu9,https://api.spotify.com/v1/tracks/6cx06DFPPHchuUAcTxznu9,https://api.spotify.com/v1/audio-analysis/6cx06DFPPHchuUAcTxznu9,166028,4,Joel Corry,Head & Heart (feat. MNEK)
5363,0.663,0.861,-3.398,0.109,0.0338,0.0,0.082,0.654,119.963,220800,4,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,audio_features,4356Typ82hUiFAynbLYbPn,spotify:track:4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/tracks/4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/audio-analysis/4356Typ82hUiFAynbLYbPn,220800,4,Usher,DJ Got Us Fallin' In Love (feat. Pitbull)
5364,0.706,0.751,-6.323,0.0708,0.173,0.0,0.168,0.195,91.031,182307,1,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,audio_features,4E5P1XyAFtrjpiIxkydly4,spotify:track:4E5P1XyAFtrjpiIxkydly4,https://api.spotify.com/v1/tracks/4E5P1XyAFtrjpiIxkydly4,https://api.spotify.com/v1/audio-analysis/4E5P1XyAFtrjpiIxkydly4,182307,4,Iyaz,Replay
5365,0.805,0.89,-4.456,0.264,0.158,4.23e-05,0.192,0.738,124.986,150720,8,0.805,0.89,0,-4.456,0,0.264,0.158,4.23e-05,0.192,0.738,124.986,audio_features,23smzVmFxMFfpXAN24LqUN,spotify:track:23smzVmFxMFfpXAN24LqUN,https://api.spotify.com/v1/tracks/23smzVmFxMFfpXAN24LqUN,https://api.spotify.com/v1/audio-analysis/23smzVmFxMFfpXAN24LqUN,150720,4,Effayé,Miss Effy - LeKid Remix
5366,0.514,0.73,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,3,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,audio_features,0VjIjW4GlUZAMYd2vXMi3b,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040,4,The Weeknd,Blinding Lights
5367,0.793,0.793,-4.521,0.083,0.0123,0.0,0.0951,0.679,123.95,183290,4,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,audio_features,3PfIrDoz19wz7qK7tYeu62,spotify:track:3PfIrDoz19wz7qK7tYeu62,https://api.spotify.com/v1/tracks/3PfIrDoz19wz7qK7tYeu62,https://api.spotify.com/v1/audio-analysis/3PfIrDoz19wz7qK7tYeu62,183290,4,Dua Lipa,Don't Start Now
5368,0.743,0.766,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.96,289133,5,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,audio_features,4kLLWz7srcuLKA7Et40PQR,spotify:track:4kLLWz7srcuLKA7Et40PQR,https://api.spotify.com/v1/tracks/4kLLWz7srcuLKA7Et40PQR,https://api.spotify.com/v1/audio-analysis/4kLLWz7srcuLKA7Et40PQR,289133,4,Black Eyed Peas,I Gotta Feeling
5369,0.789,0.536,-6.862,0.242,0.41,0.0,0.129,0.437,81.039,165926,8,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,audio_features,43PGPuHIlVOc04jrZVh9L6,spotify:track:43PGPuHIlVOc04jrZVh9L6,https://api.spotify.com/v1/tracks/43PGPuHIlVOc04jrZVh9L6,https://api.spotify.com/v1/audio-analysis/43PGPuHIlVOc04jrZVh9L6,165926,4,Polo G,RAPSTAR
5370,0.638,0.736,-4.444,0.0335,0.0255,0.0,0.142,0.404,96.989,180959,1,0.638,0.736,0,-4.444,1,0.0335,0.0255,0.0,0.142,0.404,96.989,audio_features,1yvuOQGwF0Z8MbWNDSunxY,spotify:track:1yvuOQGwF0Z8MbWNDSunxY,https://api.spotify.com/v1/tracks/1yvuOQGwF0Z8MbWNDSunxY,https://api.spotify.com/v1/audio-analysis/1yvuOQGwF0Z8MbWNDSunxY,180959,4,PnB Rock,Forever Never (feat. Swae Lee & Pink Sweat$)
5371,0.738,0.723,-6.691,0.0402,0.229,0.0034,0.305,0.285,119.985,155072,1,0.738,0.723,7,-6.691,1,0.0402,0.229,0.0034,0.305,0.285,119.985,audio_features,58rSMgjsjINUMUzHCyPYts,spotify:track:58rSMgjsjINUMUzHCyPYts,https://api.spotify.com/v1/tracks/58rSMgjsjINUMUzHCyPYts,https://api.spotify.com/v1/audio-analysis/58rSMgjsjINUMUzHCyPYts,155072,4,ConKi,Ocean
5372,0.617,0.717,-7.858,0.153,0.00564,0.0,0.408,0.49,103.992,311867,5,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,audio_features,0j2T0R9dR9qdJYsB7ciXhf,spotify:track:0j2T0R9dR9qdJYsB7ciXhf,https://api.spotify.com/v1/tracks/0j2T0R9dR9qdJYsB7ciXhf,https://api.spotify.com/v1/audio-analysis/0j2T0R9dR9qdJYsB7ciXhf,311867,4,Kanye West,Stronger
5373,0.722,0.761,-4.459,0.0475,0.0117,0.0,0.315,0.624,128.044,201493,4,0.722,0.761,11,-4.459,0,0.0475,0.0117,0.0,0.315,0.624,128.044,audio_features,7pYfyrMNPn3wtoCyqcTVoI,spotify:track:7pYfyrMNPn3wtoCyqcTVoI,https://api.spotify.com/v1/tracks/7pYfyrMNPn3wtoCyqcTVoI,https://api.spotify.com/v1/audio-analysis/7pYfyrMNPn3wtoCyqcTVoI,201493,4,Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance"
5374,0.677,0.696,-6.181,0.119,0.321,0.0,0.42,0.464,90.03,198082,5,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,audio_features,4iJyoBOLtHqaGxP12qzhQI,spotify:track:4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI,198082,4,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon)
5375,0.716,0.821,-3.435,0.0314,0.0558,0.0,0.0844,0.618,92.997,219547,4,0.716,0.821,5,-3.435,0,0.0314,0.0558,0.0,0.0844,0.618,92.997,audio_features,6cpk00i5TxCqSeqNi2HuIe,spotify:track:6cpk00i5TxCqSeqNi2HuIe,https://api.spotify.com/v1/tracks/6cpk00i5TxCqSeqNi2HuIe,https://api.spotify.com/v1/audio-analysis/6cpk00i5TxCqSeqNi2HuIe,219547,4,Maroon 5,One More Night
5376,0.88,0.443,-6.359,0.0653,0.462,7.13e-06,0.122,0.803,138.018,221240,4,0.88,0.443,11,-6.359,0,0.0653,0.462,7.13e-06,0.122,0.803,138.018,audio_features,60PAzFNW3vAiAiVK6DRJfB,spotify:track:60PAzFNW3vAiAiVK6DRJfB,https://api.spotify.com/v1/tracks/60PAzFNW3vAiAiVK6DRJfB,https://api.spotify.com/v1/audio-analysis/60PAzFNW3vAiAiVK6DRJfB,221240,4,Kid Cudi,Day 'N' Nite (Nightmare)
5377,0.772,0.935,-4.342,0.112,0.364,0.000318,0.146,0.728,121.033,150744,4,0.772,0.935,6,-4.342,0,0.112,0.364,0.000318,0.146,0.728,121.033,audio_features,2aXhUHTyFokhKHYjrI1XMB,spotify:track:2aXhUHTyFokhKHYjrI1XMB,https://api.spotify.com/v1/tracks/2aXhUHTyFokhKHYjrI1XMB,https://api.spotify.com/v1/audio-analysis/2aXhUHTyFokhKHYjrI1XMB,150744,4,Blue Man,Under the Sun
5378,0.469,0.785,-4.015,0.0664,0.133,1.55e-06,0.0931,0.79,89.719,209583,4,0.469,0.785,5,-4.015,0,0.0664,0.133,1.55e-06,0.0931,0.79,89.719,audio_features,2nMOodYNHBAQ3Kc1QNimZU,spotify:track:2nMOodYNHBAQ3Kc1QNimZU,https://api.spotify.com/v1/tracks/2nMOodYNHBAQ3Kc1QNimZU,https://api.spotify.com/v1/audio-analysis/2nMOodYNHBAQ3Kc1QNimZU,209583,4,Dua Lipa,Cool
5379,0.825,0.856,-1.912,0.0476,0.00851,1.4e-06,0.127,0.207,128.016,222133,1,0.825,0.856,1,-1.912,1,0.0476,0.00851,1.4e-06,0.127,0.207,128.016,audio_features,1V4jC0vJ5525lEF1bFgPX2,spotify:track:1V4jC0vJ5525lEF1bFgPX2,https://api.spotify.com/v1/tracks/1V4jC0vJ5525lEF1bFgPX2,https://api.spotify.com/v1/audio-analysis/1V4jC0vJ5525lEF1bFgPX2,222133,4,LMFAO,Shots
5380,0.747,0.716,-2.457,0.075,0.135,0.0,0.251,0.751,125.008,210627,4,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,audio_features,2EBCVPNAG46nbgs6jXPGvv,spotify:track:2EBCVPNAG46nbgs6jXPGvv,https://api.spotify.com/v1/tracks/2EBCVPNAG46nbgs6jXPGvv,https://api.spotify.com/v1/audio-analysis/2EBCVPNAG46nbgs6jXPGvv,210627,4,Nicki Minaj,Starships
5381,0.666,0.876,-3.078,0.0414,0.055,0.0,0.259,0.552,129.884,194840,4,0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884,audio_features,7yO48FWUkqsrdxrwkGcnwl,spotify:track:7yO48FWUkqsrdxrwkGcnwl,https://api.spotify.com/v1/tracks/7yO48FWUkqsrdxrwkGcnwl,https://api.spotify.com/v1/audio-analysis/7yO48FWUkqsrdxrwkGcnwl,194840,4,David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida)
5382,0.327,0.941,-3.294,0.353,0.0231,0.0,0.0636,0.707,129.738,199236,8,0.327,0.941,1,-3.294,1,0.353,0.0231,0.0,0.0636,0.707,129.738,audio_features,6ku3i5WNrsY3qhOq6ua9TL,spotify:track:6ku3i5WNrsY3qhOq6ua9TL,https://api.spotify.com/v1/tracks/6ku3i5WNrsY3qhOq6ua9TL,https://api.spotify.com/v1/audio-analysis/6ku3i5WNrsY3qhOq6ua9TL,199236,4,Lucenzo,Vem Dancar Kuduro
5383,0.66,0.898,-5.85,0.0392,0.000745,0.224,0.118,0.812,123.014,250595,4,0.66,0.898,6,-5.85,1,0.0392,0.000745,0.224,0.118,0.812,123.014,audio_features,55AKHdSvni1iAATZEQlRK0,spotify:track:55AKHdSvni1iAATZEQlRK0,https://api.spotify.com/v1/tracks/55AKHdSvni1iAATZEQlRK0,https://api.spotify.com/v1/audio-analysis/55AKHdSvni1iAATZEQlRK0,250595,4,Robert Owens,Be Ready
5384,0.751,0.783,-3.724,0.0859,0.00379,0.0,0.036,0.816,119.975,202613,4,0.751,0.783,4,-3.724,1,0.0859,0.00379,0.0,0.036,0.816,119.975,audio_features,2CEgGE6aESpnmtfiZwYlbV,spotify:track:2CEgGE6aESpnmtfiZwYlbV,https://api.spotify.com/v1/tracks/2CEgGE6aESpnmtfiZwYlbV,https://api.spotify.com/v1/audio-analysis/2CEgGE6aESpnmtfiZwYlbV,202613,4,Taio Cruz,Dynamite
5385,0.755,0.837,-2.718,0.142,0.0991,0.0,0.289,0.714,120.028,199693,4,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,audio_features,0HPD5WQqrq7wPWR7P7Dw1i,spotify:track:0HPD5WQqrq7wPWR7P7Dw1i,https://api.spotify.com/v1/tracks/0HPD5WQqrq7wPWR7P7Dw1i,https://api.spotify.com/v1/audio-analysis/0HPD5WQqrq7wPWR7P7Dw1i,199693,4,Kesha,TiK ToK
5386,0.779,0.948,-5.67,0.115,0.00426,0.00184,0.0797,0.693,127.988,247560,4,0.779,0.948,1,-5.67,0,0.115,0.00426,0.00184,0.0797,0.693,127.988,audio_features,22r0HoAyCPma3BhIA8NDj4,spotify:track:22r0HoAyCPma3BhIA8NDj4,https://api.spotify.com/v1/tracks/22r0HoAyCPma3BhIA8NDj4,https://api.spotify.com/v1/audio-analysis/22r0HoAyCPma3BhIA8NDj4,247560,4,Jason Derulo,Talk Dirty (feat. 2 Chainz) - TJR Remix
5387,0.851,0.629,-8.385,0.175,0.00705,0.000372,0.0746,0.789,125.984,237640,4,0.851,0.629,1,-8.385,1,0.175,0.00705,0.000372,0.0746,0.789,125.984,audio_features,6Rb0ptOEjBjPPQUlQtQGbL,spotify:track:6Rb0ptOEjBjPPQUlQtQGbL,https://api.spotify.com/v1/tracks/6Rb0ptOEjBjPPQUlQtQGbL,https://api.spotify.com/v1/audio-analysis/6Rb0ptOEjBjPPQUlQtQGbL,237640,4,Pitbull,Hotel Room Service
5388,0.607,0.934,-4.217,0.0314,0.0327,0.0,0.0909,0.568,122.01,201547,4,0.607,0.934,3,-4.217,1,0.0314,0.0327,0.0,0.0909,0.568,122.01,audio_features,7ElF5zxOwYP4qVSWVvse3W,spotify:track:7ElF5zxOwYP4qVSWVvse3W,https://api.spotify.com/v1/tracks/7ElF5zxOwYP4qVSWVvse3W,https://api.spotify.com/v1/audio-analysis/7ElF5zxOwYP4qVSWVvse3W,201547,4,Taio Cruz,Break Your Heart
5389,0.658,0.647,-6.953,0.0549,0.00096,1.5e-05,0.0691,0.448,130.002,162462,1,0.658,0.647,1,-6.953,1,0.0549,0.00096,1.5e-05,0.0691,0.448,130.002,audio_features,47mzGm0Jp2OzKOuK1T7mYI,spotify:track:47mzGm0Jp2OzKOuK1T7mYI,https://api.spotify.com/v1/tracks/47mzGm0Jp2OzKOuK1T7mYI,https://api.spotify.com/v1/audio-analysis/47mzGm0Jp2OzKOuK1T7mYI,162462,4,PLVTINUM,SACRILEGIOUS (with TOKYO'S REVENGE)
5390,0.779,0.64,-8.415,0.159,0.000155,0.00077,0.101,0.498,99.019,246960,1,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,audio_features,4TsmezEQVSZNNPv5RJ65Ov,spotify:track:4TsmezEQVSZNNPv5RJ65Ov,https://api.spotify.com/v1/tracks/4TsmezEQVSZNNPv5RJ65Ov,https://api.spotify.com/v1/audio-analysis/4TsmezEQVSZNNPv5RJ65Ov,246960,4,Rihanna,Pon de Replay
5391,0.705,0.882,-3.201,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,241667,4,0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,audio_features,2QtxlzvSBONjs1bDC34ixs,spotify:track:2QtxlzvSBONjs1bDC34ixs,https://api.spotify.com/v1/tracks/2QtxlzvSBONjs1bDC34ixs,https://api.spotify.com/v1/audio-analysis/2QtxlzvSBONjs1bDC34ixs,241667,4,Chris Brown,Yeah 3x
5392,0.671,0.939,-3.206,0.161,0.191,0.0,0.298,0.53,129.024,252307,4,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,audio_features,4QNpBfC0zvjKqPJcyqBy9W,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,https://api.spotify.com/v1/tracks/4QNpBfC0zvjKqPJcyqBy9W,https://api.spotify.com/v1/audio-analysis/4QNpBfC0zvjKqPJcyqBy9W,252307,4,Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)"
5393,0.758,0.686,-6.346,0.0792,0.0848,0.00127,0.142,0.444,130.007,230907,1,0.758,0.686,11,-6.346,1,0.0792,0.0848,0.00127,0.142,0.444,130.007,audio_features,0Oe49j06Bjrxs8PltuVeaW,spotify:track:0Oe49j06Bjrxs8PltuVeaW,https://api.spotify.com/v1/tracks/0Oe49j06Bjrxs8PltuVeaW,https://api.spotify.com/v1/audio-analysis/0Oe49j06Bjrxs8PltuVeaW,230907,4,Jennifer Lopez,On The Floor - Radio Edit
5394,0.967,0.583,-5.562,0.0789,0.0584,0.0,0.0519,0.964,117.0,242733,4,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,audio_features,0O45fw2L5vsWpdsOdXwNAR,spotify:track:0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/tracks/0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/audio-analysis/0O45fw2L5vsWpdsOdXwNAR,242733,4,Justin Timberlake,SexyBack (feat. Timbaland)
5395,0.631,0.929,-2.613,0.133,0.0103,0.0,0.242,0.302,105.025,140168,1,0.631,0.929,6,-2.613,1,0.133,0.0103,0.0,0.242,0.302,105.025,audio_features,6yxflva6Afzk0xvlRCGFy2,spotify:track:6yxflva6Afzk0xvlRCGFy2,https://api.spotify.com/v1/tracks/6yxflva6Afzk0xvlRCGFy2,https://api.spotify.com/v1/audio-analysis/6yxflva6Afzk0xvlRCGFy2,140168,4,Crystal Rock,Heat Waves
5396,0.769,0.684,-5.019,0.0411,0.0105,0.000125,0.0887,0.835,127.972,243600,4,0.769,0.684,1,-5.019,1,0.0411,0.0105,0.000125,0.0887,0.835,127.972,audio_features,7ySUcLPVX7KudhnmNcgY2D,spotify:track:7ySUcLPVX7KudhnmNcgY2D,https://api.spotify.com/v1/tracks/7ySUcLPVX7KudhnmNcgY2D,https://api.spotify.com/v1/audio-analysis/7ySUcLPVX7KudhnmNcgY2D,243600,4,Rihanna,S&M
5397,0.82,0.731,-6.02,0.159,0.0133,1.94e-05,0.131,0.793,127.076,237120,4,0.82,0.731,9,-6.02,1,0.159,0.0133,1.94e-05,0.131,0.793,127.076,audio_features,5RzFJd6W40SDTyZkX6xx45,spotify:track:5RzFJd6W40SDTyZkX6xx45,https://api.spotify.com/v1/tracks/5RzFJd6W40SDTyZkX6xx45,https://api.spotify.com/v1/audio-analysis/5RzFJd6W40SDTyZkX6xx45,237120,4,Pitbull,I Know You Want Me (Calle Ocho)
5398,0.867,0.857,-5.892,0.0663,0.13,0.00171,0.13,0.402,130.048,251440,1,0.867,0.857,9,-5.892,1,0.0663,0.13,0.00171,0.13,0.402,130.048,audio_features,3oDFtOhcN08qeDPAK6MEQG,spotify:track:3oDFtOhcN08qeDPAK6MEQG,https://api.spotify.com/v1/tracks/3oDFtOhcN08qeDPAK6MEQG,https://api.spotify.com/v1/audio-analysis/3oDFtOhcN08qeDPAK6MEQG,251440,4,Black Eyed Peas,Boom Boom Pow
5399,0.951,0.6,-4.675,0.0685,0.106,0.0,0.0712,0.822,125.04,218573,4,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,audio_features,0k2GOhqsrxDTAbFFSdNJjT,spotify:track:0k2GOhqsrxDTAbFFSdNJjT,https://api.spotify.com/v1/tracks/0k2GOhqsrxDTAbFFSdNJjT,https://api.spotify.com/v1/audio-analysis/0k2GOhqsrxDTAbFFSdNJjT,218573,4,Sean Paul,Temperature
5400,0.608,0.86,-5.324,0.0554,0.0991,0.0,0.262,0.437,127.075,232947,0,0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075,audio_features,1NpW5kyvO4XrNJ3rnfcNy3,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,https://api.spotify.com/v1/tracks/1NpW5kyvO4XrNJ3rnfcNy3,https://api.spotify.com/v1/audio-analysis/1NpW5kyvO4XrNJ3rnfcNy3,232947,4,Flo Rida,Wild Ones (feat. Sia)
5401,0.68,0.617,-6.999,0.215,0.00461,0.00599,0.101,0.324,185.799,208226,3,0.68,0.617,6,-6.999,1,0.215,0.00461,0.00599,0.101,0.324,185.799,audio_features,6Nyrc3Fd5Mi2yvZizM5TMo,spotify:track:6Nyrc3Fd5Mi2yvZizM5TMo,https://api.spotify.com/v1/tracks/6Nyrc3Fd5Mi2yvZizM5TMo,https://api.spotify.com/v1/audio-analysis/6Nyrc3Fd5Mi2yvZizM5TMo,208226,4,KAXIM,For Me
5402,0.606,0.883,-3.243,0.0423,0.00872,0.0,0.0698,0.608,128.053,244907,4,0.606,0.883,3,-3.243,1,0.0423,0.00872,0.0,0.0698,0.608,128.053,audio_features,5pmL3RzOy3IvGFaSDi4hZL,spotify:track:5pmL3RzOy3IvGFaSDi4hZL,https://api.spotify.com/v1/tracks/5pmL3RzOy3IvGFaSDi4hZL,https://api.spotify.com/v1/audio-analysis/5pmL3RzOy3IvGFaSDi4hZL,244907,4,Taio Cruz,Hangover
5403,0.839,0.804,-2.513,0.0329,0.0192,0.0,0.331,0.888,122.973,239987,4,0.839,0.804,1,-2.513,1,0.0329,0.0192,0.0,0.331,0.888,122.973,audio_features,2oENJa1T33GJ0w8dC167G4,spotify:track:2oENJa1T33GJ0w8dC167G4,https://api.spotify.com/v1/tracks/2oENJa1T33GJ0w8dC167G4,https://api.spotify.com/v1/audio-analysis/2oENJa1T33GJ0w8dC167G4,239987,4,Sean Kingston,Fire Burning
5404,0.747,0.937,-5.746,0.0453,0.0208,0.0,0.29,0.739,103.976,224653,4,0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976,audio_features,3bC1ahPIYt1btJzSSEyyrF,spotify:track:3bC1ahPIYt1btJzSSEyyrF,https://api.spotify.com/v1/tracks/3bC1ahPIYt1btJzSSEyyrF,https://api.spotify.com/v1/audio-analysis/3bC1ahPIYt1btJzSSEyyrF,224653,4,Flo Rida,Whistle
5405,0.589,0.966,-4.106,0.0972,0.03,0.0,0.147,0.802,129.983,204200,4,0.589,0.966,11,-4.106,1,0.0972,0.03,0.0,0.147,0.802,129.983,audio_features,3tgZ9vmhuAY9wEoNUJskzV,spotify:track:3tgZ9vmhuAY9wEoNUJskzV,https://api.spotify.com/v1/tracks/3tgZ9vmhuAY9wEoNUJskzV,https://api.spotify.com/v1/audio-analysis/3tgZ9vmhuAY9wEoNUJskzV,204200,4,Pitbull,Timber (feat. Ke$ha)
5406,0.726,0.931,-4.152,0.0469,0.0218,0.000275,0.143,0.796,126.976,195105,4,0.726,0.931,11,-4.152,0,0.0469,0.0218,0.000275,0.143,0.796,126.976,audio_features,4ycxTFeO4ZADJwJZaMGMYb,spotify:track:4ycxTFeO4ZADJwJZaMGMYb,https://api.spotify.com/v1/tracks/4ycxTFeO4ZADJwJZaMGMYb,https://api.spotify.com/v1/audio-analysis/4ycxTFeO4ZADJwJZaMGMYb,195105,4,Alexandra Stan,Mr. Saxobeat - Radio Edit
5407,0.776,0.824,-5.117,0.039,0.0871,0.0538,0.184,0.771,125.027,127500,4,0.776,0.824,7,-5.117,0,0.039,0.0871,0.0538,0.184,0.771,125.027,audio_features,19BoXyNUZB8M9PgAyMHVRg,spotify:track:19BoXyNUZB8M9PgAyMHVRg,https://api.spotify.com/v1/tracks/19BoXyNUZB8M9PgAyMHVRg,https://api.spotify.com/v1/audio-analysis/19BoXyNUZB8M9PgAyMHVRg,127500,4,James Carter,Tell Me
