,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artists,song_title
497,0.835,0.626,-5.833,0.125,0.0589,6e-05,0.396,0.35,91.03,217925,1,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,audio_features,2G7V7zsVDxg1yRsu7Ew9RJ,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,https://api.spotify.com/v1/tracks/2G7V7zsVDxg1yRsu7Ew9RJ,https://api.spotify.com/v1/audio-analysis/2G7V7zsVDxg1yRsu7Ew9RJ,217925,4,Drake,In My Feelings
498,0.88,0.428,-8.28,0.206,0.149,5.05e-05,0.114,0.333,100.007,172800,1,0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007,audio_features,7sO5G9EABYOXQKNPNiE9NR,spotify:track:7sO5G9EABYOXQKNPNiE9NR,https://api.spotify.com/v1/tracks/7sO5G9EABYOXQKNPNiE9NR,https://api.spotify.com/v1/audio-analysis/7sO5G9EABYOXQKNPNiE9NR,172800,4,Offset,Ric Flair Drip (with Metro Boomin)
499,0.963,0.346,-9.309,0.53,0.0355,0.0,0.108,0.562,119.957,142273,8,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,audio_features,6vN77lE9LK6HP2DewaN6HZ,spotify:track:6vN77lE9LK6HP2DewaN6HZ,https://api.spotify.com/v1/tracks/6vN77lE9LK6HP2DewaN6HZ,https://api.spotify.com/v1/audio-analysis/6vN77lE9LK6HP2DewaN6HZ,142273,4,Lil Baby,Yes Indeed
500,0.754,0.449,-9.211,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,5,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,audio_features,6DCZcSspjsKoFjzjrWoCdn,spotify:track:6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/tracks/6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/audio-analysis/6DCZcSspjsKoFjzjrWoCdn,198973,4,Drake,God's Plan
501,0.817,0.816,-5.402,0.269,0.00263,0.0,0.159,0.508,181.982,190288,8,0.817,0.816,2,-5.402,1,0.269,0.00263,0.0,0.159,0.508,181.982,audio_features,2UVbBKQOdFAekPTRsnkzcf,spotify:track:2UVbBKQOdFAekPTRsnkzcf,https://api.spotify.com/v1/tracks/2UVbBKQOdFAekPTRsnkzcf,https://api.spotify.com/v1/audio-analysis/2UVbBKQOdFAekPTRsnkzcf,190288,4,Migos,Stir Fry
502,0.849,0.699,-5.193,0.0574,0.185,0.00118,0.0954,0.0778,100.989,256341,1,0.849,0.699,4,-5.193,0,0.0574,0.185,0.00118,0.0954,0.0778,100.989,audio_features,0TCnOEVeLQMXOUrpPlM7uY,spotify:track:0TCnOEVeLQMXOUrpPlM7uY,https://api.spotify.com/v1/tracks/0TCnOEVeLQMXOUrpPlM7uY,https://api.spotify.com/v1/audio-analysis/0TCnOEVeLQMXOUrpPlM7uY,256341,4,Rae Sremmurd,Guatemala - From Swaecation
503,0.906,0.584,-7.72,0.316,0.0576,0.0,0.128,0.831,129.055,292373,8,0.906,0.584,8,-7.72,0,0.316,0.0576,0.0,0.128,0.831,129.055,audio_features,5Nu1cp2yi4TlZF4KTmElFD,spotify:track:5Nu1cp2yi4TlZF4KTmElFD,https://api.spotify.com/v1/tracks/5Nu1cp2yi4TlZF4KTmElFD,https://api.spotify.com/v1/audio-analysis/5Nu1cp2yi4TlZF4KTmElFD,292373,4,Fergie,Fergalicious
504,0.697,0.467,-7.536,0.0715,0.248,0.0,0.0941,0.572,82.082,229413,1,0.697,0.467,9,-7.536,1,0.0715,0.248,0.0,0.0941,0.572,82.082,audio_features,3goSVuTt3fDYDP6kRnFwuL,spotify:track:3goSVuTt3fDYDP6kRnFwuL,https://api.spotify.com/v1/tracks/3goSVuTt3fDYDP6kRnFwuL,https://api.spotify.com/v1/audio-analysis/3goSVuTt3fDYDP6kRnFwuL,229413,4,Rihanna,Take A Bow
505,0.543,0.642,-6.533,0.0888,0.137,0.0,0.243,0.749,117.923,241667,4,0.543,0.642,4,-6.533,1,0.0888,0.137,0.0,0.243,0.749,117.923,audio_features,1peT7rhuRsVvJVSSd0iXXp,spotify:track:1peT7rhuRsVvJVSSd0iXXp,https://api.spotify.com/v1/tracks/1peT7rhuRsVvJVSSd0iXXp,https://api.spotify.com/v1/audio-analysis/1peT7rhuRsVvJVSSd0iXXp,241667,4,Sean Kingston,Beautiful Girls
506,0.583,0.829,-4.603,0.134,0.00864,0.0,0.0426,0.575,174.028,275987,3,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,audio_features,49FYlytm3dAAraYgpoJZux,spotify:track:49FYlytm3dAAraYgpoJZux,https://api.spotify.com/v1/tracks/49FYlytm3dAAraYgpoJZux,https://api.spotify.com/v1/audio-analysis/49FYlytm3dAAraYgpoJZux,275987,4,Rihanna,Umbrella
507,0.63,0.694,-4.501,0.0242,0.144,0.0,0.0835,0.49,94.034,261427,0,0.63,0.694,10,-4.501,1,0.0242,0.144,0.0,0.0835,0.49,94.034,audio_features,1fyysXwSGNtMeqMBLwW3SI,spotify:track:1fyysXwSGNtMeqMBLwW3SI,https://api.spotify.com/v1/tracks/1fyysXwSGNtMeqMBLwW3SI,https://api.spotify.com/v1/audio-analysis/1fyysXwSGNtMeqMBLwW3SI,261427,4,The Script,Breakeven
508,0.422,0.712,-5.907,0.1,0.273,0.0,0.051,0.471,78.454,261160,0,0.422,0.712,11,-5.907,0,0.1,0.273,0.0,0.051,0.471,78.454,audio_features,2CvOqDpQIMw69cCzWqr5yr,spotify:track:2CvOqDpQIMw69cCzWqr5yr,https://api.spotify.com/v1/tracks/2CvOqDpQIMw69cCzWqr5yr,https://api.spotify.com/v1/audio-analysis/2CvOqDpQIMw69cCzWqr5yr,261160,4,Beyoncé,Halo
509,0.651,0.663,-5.569,0.0281,0.228,0.0,0.0994,0.465,102.0,259453,0,0.651,0.663,0,-5.569,0,0.0281,0.228,0.0,0.0994,0.465,102.0,audio_features,4llK75pXNWZz6KAho2Gp16,spotify:track:4llK75pXNWZz6KAho2Gp16,https://api.spotify.com/v1/tracks/4llK75pXNWZz6KAho2Gp16,https://api.spotify.com/v1/audio-analysis/4llK75pXNWZz6KAho2Gp16,259453,4,Maroon 5,She Will Be Loved - Radio Mix
510,0.688,0.477,-6.684,0.036,0.594,0.0,0.115,0.257,127.866,196227,2,0.688,0.477,9,-6.684,1,0.036,0.594,0.0,0.115,0.257,127.866,audio_features,1lkvpmrCaXK8QtliFDcHBO,spotify:track:1lkvpmrCaXK8QtliFDcHBO,https://api.spotify.com/v1/tracks/1lkvpmrCaXK8QtliFDcHBO,https://api.spotify.com/v1/audio-analysis/1lkvpmrCaXK8QtliFDcHBO,196227,4,Colbie Caillat,Bubbly
511,0.629,0.696,-5.572,0.348,0.0195,0.0,0.0554,0.623,93.034,207627,8,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,audio_features,3QHPHLAkYV5cQBUYs6rowx,spotify:track:3QHPHLAkYV5cQBUYs6rowx,https://api.spotify.com/v1/tracks/3QHPHLAkYV5cQBUYs6rowx,https://api.spotify.com/v1/audio-analysis/3QHPHLAkYV5cQBUYs6rowx,207627,4,Kanye West,Gold Digger
512,0.63,0.504,-6.152,0.0334,0.0953,0.0,0.308,0.487,89.946,249867,0,0.63,0.504,6,-6.152,1,0.0334,0.0953,0.0,0.308,0.487,89.946,audio_features,1oQZk2bKBLgP1cbuFKvjkq,spotify:track:1oQZk2bKBLgP1cbuFKvjkq,https://api.spotify.com/v1/tracks/1oQZk2bKBLgP1cbuFKvjkq,https://api.spotify.com/v1/audio-analysis/1oQZk2bKBLgP1cbuFKvjkq,249867,4,Beyoncé,If I Were a Boy
513,0.512,0.662,-6.797,0.0439,0.0275,0.0,0.118,0.472,180.114,228347,3,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,audio_features,3DamFFqW32WihKkTVlwTYQ,spotify:track:3DamFFqW32WihKkTVlwTYQ,https://api.spotify.com/v1/tracks/3DamFFqW32WihKkTVlwTYQ,https://api.spotify.com/v1/audio-analysis/3DamFFqW32WihKkTVlwTYQ,228347,4,Owl City,Fireflies
514,0.662,0.739,-5.354,0.0322,0.00206,0.0603,0.113,0.382,130.999,188960,1,0.662,0.739,9,-5.354,0,0.0322,0.00206,0.0603,0.113,0.382,130.999,audio_features,6JY1IdkZGeIcPegKxjSKeb,spotify:track:6JY1IdkZGeIcPegKxjSKeb,https://api.spotify.com/v1/tracks/6JY1IdkZGeIcPegKxjSKeb,https://api.spotify.com/v1/audio-analysis/6JY1IdkZGeIcPegKxjSKeb,188960,4,Kelly Clarkson,Since U Been Gone
515,0.644,0.549,-5.415,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,253813,0,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,audio_features,6IwKcFdiRQZOWeYNhUiWIv,spotify:track:6IwKcFdiRQZOWeYNhUiWIv,https://api.spotify.com/v1/tracks/6IwKcFdiRQZOWeYNhUiWIv,https://api.spotify.com/v1/audio-analysis/6IwKcFdiRQZOWeYNhUiWIv,253813,4,Alicia Keys,No One
516,0.571,0.87,-3.877,0.0641,0.0198,6.6e-06,0.0564,0.813,172.716,199640,3,0.571,0.87,8,-3.877,0,0.0641,0.0198,6.6e-06,0.0564,0.813,172.716,audio_features,2yiZyjMEByt9sJBZWnWaDR,spotify:track:2yiZyjMEByt9sJBZWnWaDR,https://api.spotify.com/v1/tracks/2yiZyjMEByt9sJBZWnWaDR,https://api.spotify.com/v1/audio-analysis/2yiZyjMEByt9sJBZWnWaDR,199640,4,*NSYNC,Bye Bye Bye
517,0.718,0.691,-6.44,0.0387,0.0159,0.0,0.0627,0.552,100.008,213107,1,0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,0.552,100.008,audio_features,5gb9UJkh8TfrNMRYOJNbew,spotify:track:5gb9UJkh8TfrNMRYOJNbew,https://api.spotify.com/v1/tracks/5gb9UJkh8TfrNMRYOJNbew,https://api.spotify.com/v1/audio-analysis/5gb9UJkh8TfrNMRYOJNbew,213107,4,The All-American Rejects,Gives You Hell
518,0.578,0.756,-5.82,0.115,0.157,0.000232,0.249,0.663,176.739,201173,3,0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,audio_features,5imShWWzwqfAJ9gXFpGAQh,spotify:track:5imShWWzwqfAJ9gXFpGAQh,https://api.spotify.com/v1/tracks/5imShWWzwqfAJ9gXFpGAQh,https://api.spotify.com/v1/audio-analysis/5imShWWzwqfAJ9gXFpGAQh,201173,4,John Mayer,Waiting On the World to Change
519,0.617,0.717,-7.858,0.153,0.00564,0.0,0.408,0.49,103.992,311867,5,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,audio_features,0j2T0R9dR9qdJYsB7ciXhf,spotify:track:0j2T0R9dR9qdJYsB7ciXhf,https://api.spotify.com/v1/tracks/0j2T0R9dR9qdJYsB7ciXhf,https://api.spotify.com/v1/audio-analysis/0j2T0R9dR9qdJYsB7ciXhf,311867,4,Kanye West,Stronger
520,0.703,0.444,-9.331,0.0417,0.559,0.0,0.0973,0.712,150.96,242947,2,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,audio_features,3S0OXQeoh0w6AY8WQVckRW,spotify:track:3S0OXQeoh0w6AY8WQVckRW,https://api.spotify.com/v1/tracks/3S0OXQeoh0w6AY8WQVckRW,https://api.spotify.com/v1/audio-analysis/3S0OXQeoh0w6AY8WQVckRW,242947,4,Jason Mraz,I'm Yours
521,0.64,0.743,-4.08,0.0379,0.269,0.0,0.101,0.361,122.035,262533,0,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,audio_features,5fVZC9GiM4e8vu99W0Xf6J,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/tracks/5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/audio-analysis/5fVZC9GiM4e8vu99W0Xf6J,262533,4,The Fray,How to Save a Life
522,0.673,0.886,-4.44,0.0431,0.185,0.0,0.0826,0.795,97.012,216773,4,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,audio_features,4HlFJV71xXKIGcU3kRyttv,spotify:track:4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/tracks/4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/audio-analysis/4HlFJV71xXKIGcU3kRyttv,216773,4,Train,"Hey, Soul Sister"
523,0.704,0.558,-7.273,0.0542,0.148,0.0,0.107,0.245,110.444,222091,1,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,audio_features,4lLtanYk6tkMvooU0tWzG8,spotify:track:4lLtanYk6tkMvooU0tWzG8,https://api.spotify.com/v1/tracks/4lLtanYk6tkMvooU0tWzG8,https://api.spotify.com/v1/audio-analysis/4lLtanYk6tkMvooU0tWzG8,222091,4,Bruno Mars,Grenade
524,0.646,0.77,-6.596,0.226,0.00249,0.0,0.0715,0.681,99.165,236133,4,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,audio_features,5IVuqXILoxVWvWEPm82Jxr,spotify:track:5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/tracks/5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/audio-analysis/5IVuqXILoxVWvWEPm82Jxr,236133,4,Beyoncé,Crazy In Love (feat. Jay-Z)
525,0.614,0.574,-7.961,0.466,0.0253,3.2e-05,0.38,0.755,125.173,209107,8,0.614,0.574,11,-7.961,1,0.466,0.0253,3.2e-05,0.38,0.755,125.173,audio_features,5D2mYZuzcgjpchVY1pmTPh,spotify:track:5D2mYZuzcgjpchVY1pmTPh,https://api.spotify.com/v1/tracks/5D2mYZuzcgjpchVY1pmTPh,https://api.spotify.com/v1/audio-analysis/5D2mYZuzcgjpchVY1pmTPh,209107,5,50 Cent,Candy Shop
526,0.635,0.841,-5.379,0.0422,0.0134,0.0,0.0622,0.424,109.021,220734,0,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,audio_features,47Slg6LuqLaX0VodpSCvPt,spotify:track:47Slg6LuqLaX0VodpSCvPt,https://api.spotify.com/v1/tracks/47Slg6LuqLaX0VodpSCvPt,https://api.spotify.com/v1/audio-analysis/47Slg6LuqLaX0VodpSCvPt,220734,4,Bruno Mars,Just the Way You Are
527,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,audio_features,7w87IxuO7BDcJ3YUqCyMTT,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,https://api.spotify.com/v1/tracks/7w87IxuO7BDcJ3YUqCyMTT,https://api.spotify.com/v1/audio-analysis/7w87IxuO7BDcJ3YUqCyMTT,239600,4,Foster The People,Pumped Up Kicks
528,0.568,0.463,-10.622,0.262,0.553,0.00114,0.0858,0.148,157.686,194434,8,0.568,0.463,4,-10.622,1,0.262,0.553,0.00114,0.0858,0.148,157.686,audio_features,4m6ObZmZ7wnyrKtmLvlyVE,spotify:track:4m6ObZmZ7wnyrKtmLvlyVE,https://api.spotify.com/v1/tracks/4m6ObZmZ7wnyrKtmLvlyVE,https://api.spotify.com/v1/audio-analysis/4m6ObZmZ7wnyrKtmLvlyVE,194434,4,Portugal. The Man,Feel It Still - Medasin Remix
529,0.663,0.666,-5.441,0.125,0.583,3.85e-06,0.222,0.605,159.983,147021,3,0.663,0.666,6,-5.441,1,0.125,0.583,3.85e-06,0.222,0.605,159.983,audio_features,6fZpcVRr45Z6fLtciswBBU,spotify:track:6fZpcVRr45Z6fLtciswBBU,https://api.spotify.com/v1/tracks/6fZpcVRr45Z6fLtciswBBU,https://api.spotify.com/v1/audio-analysis/6fZpcVRr45Z6fLtciswBBU,147021,4,Bazzi,Dreams
530,0.45,0.674,-5.268,0.0332,0.0635,0.0,0.381,0.211,76.882,177105,0,0.45,0.674,0,-5.268,1,0.0332,0.0635,0.0,0.381,0.211,76.882,audio_features,4pabDIdwjv80lbsx7XcNwZ,spotify:track:4pabDIdwjv80lbsx7XcNwZ,https://api.spotify.com/v1/tracks/4pabDIdwjv80lbsx7XcNwZ,https://api.spotify.com/v1/audio-analysis/4pabDIdwjv80lbsx7XcNwZ,177105,4,Bazzi,Soarin
531,0.745,0.561,-5.513,0.072,0.465,1.12e-06,0.0338,0.902,195.918,167553,3,0.745,0.561,9,-5.513,0,0.072,0.465,1.12e-06,0.0338,0.902,195.918,audio_features,5YLHLxoZsodDWjqSgjhBf3,spotify:track:5YLHLxoZsodDWjqSgjhBf3,https://api.spotify.com/v1/tracks/5YLHLxoZsodDWjqSgjhBf3,https://api.spotify.com/v1/audio-analysis/5YLHLxoZsodDWjqSgjhBf3,167553,4,Bazzi,Myself
532,0.694,0.389,-5.41,0.0706,0.3,0.0,0.158,0.409,90.984,169872,1,0.694,0.389,8,-5.41,1,0.0706,0.3,0.0,0.158,0.409,90.984,audio_features,2JuIs3XJlYPy8vBO66CEkJ,spotify:track:2JuIs3XJlYPy8vBO66CEkJ,https://api.spotify.com/v1/tracks/2JuIs3XJlYPy8vBO66CEkJ,https://api.spotify.com/v1/audio-analysis/2JuIs3XJlYPy8vBO66CEkJ,169872,4,Bazzi,Star
533,0.676,0.67,-6.584,0.0374,0.353,0.0,0.103,0.54,113.01,148260,1,0.676,0.67,8,-6.584,1,0.0374,0.353,0.0,0.103,0.54,113.01,audio_features,7lozLnUfzcgEpMMVQI7yhA,spotify:track:7lozLnUfzcgEpMMVQI7yhA,https://api.spotify.com/v1/tracks/7lozLnUfzcgEpMMVQI7yhA,https://api.spotify.com/v1/audio-analysis/7lozLnUfzcgEpMMVQI7yhA,148260,4,Bazzi,Why
534,0.677,0.594,-6.264,0.0695,0.309,0.0,0.118,0.427,76.996,175093,1,0.677,0.594,7,-6.264,1,0.0695,0.309,0.0,0.118,0.427,76.996,audio_features,11Tfh16o0SW8KdiQdeESEX,spotify:track:11Tfh16o0SW8KdiQdeESEX,https://api.spotify.com/v1/tracks/11Tfh16o0SW8KdiQdeESEX,https://api.spotify.com/v1/audio-analysis/11Tfh16o0SW8KdiQdeESEX,175093,4,Bazzi,Honest
535,0.68,0.779,-5.834,0.0532,0.0337,4.02e-06,0.112,0.355,91.963,132079,1,0.68,0.779,5,-5.834,1,0.0532,0.0337,4.02e-06,0.112,0.355,91.963,audio_features,0BPPXRTLzEySdF5DZm0Hmg,spotify:track:0BPPXRTLzEySdF5DZm0Hmg,https://api.spotify.com/v1/tracks/0BPPXRTLzEySdF5DZm0Hmg,https://api.spotify.com/v1/audio-analysis/0BPPXRTLzEySdF5DZm0Hmg,132079,4,Bazzi,Gone
536,0.481,0.547,-5.894,0.349,0.243,0.0,0.521,0.457,91.019,172496,5,0.481,0.547,9,-5.894,1,0.349,0.243,0.0,0.521,0.457,91.019,audio_features,2v6zKkf71lJYTHOmsKo02e,spotify:track:2v6zKkf71lJYTHOmsKo02e,https://api.spotify.com/v1/tracks/2v6zKkf71lJYTHOmsKo02e,https://api.spotify.com/v1/audio-analysis/2v6zKkf71lJYTHOmsKo02e,172496,4,Bazzi,Cartier
537,0.666,0.677,-5.743,0.0326,0.214,0.0,0.0979,0.178,100.014,178242,1,0.666,0.677,2,-5.743,1,0.0326,0.214,0.0,0.0979,0.178,100.014,audio_features,5TVirkSwFEXF1nLJEebe2I,spotify:track:5TVirkSwFEXF1nLJEebe2I,https://api.spotify.com/v1/tracks/5TVirkSwFEXF1nLJEebe2I,https://api.spotify.com/v1/audio-analysis/5TVirkSwFEXF1nLJEebe2I,178242,4,Bazzi,Beautiful
538,0.852,0.635,-5.065,0.0418,0.226,0.000321,0.111,0.088,122.005,143022,1,0.852,0.635,6,-5.065,0,0.0418,0.226,0.000321,0.111,0.088,122.005,audio_features,6k7o3KrLtM6xfcszKVVNrZ,spotify:track:6k7o3KrLtM6xfcszKVVNrZ,https://api.spotify.com/v1/tracks/6k7o3KrLtM6xfcszKVVNrZ,https://api.spotify.com/v1/audio-analysis/6k7o3KrLtM6xfcszKVVNrZ,143022,4,Bazzi,Changed
539,0.625,0.536,-5.428,0.0776,0.038,2.31e-05,0.167,0.253,159.914,221787,3,0.625,0.536,0,-5.428,1,0.0776,0.038,2.31e-05,0.167,0.253,159.914,audio_features,3fpVWegR6YOS1Yk5HSMYIq,spotify:track:3fpVWegR6YOS1Yk5HSMYIq,https://api.spotify.com/v1/tracks/3fpVWegR6YOS1Yk5HSMYIq,https://api.spotify.com/v1/audio-analysis/3fpVWegR6YOS1Yk5HSMYIq,221787,4,Post Malone,Paranoid
540,0.672,0.717,-2.714,0.034,0.341,2.4e-05,0.106,0.225,160.981,194560,3,0.672,0.717,1,-2.714,1,0.034,0.341,2.4e-05,0.106,0.225,160.981,audio_features,5VuxWXbt7XENQCtE9TzpTv,spotify:track:5VuxWXbt7XENQCtE9TzpTv,https://api.spotify.com/v1/tracks/5VuxWXbt7XENQCtE9TzpTv,https://api.spotify.com/v1/audio-analysis/5VuxWXbt7XENQCtE9TzpTv,194560,4,Post Malone,Spoil My Night (feat. Swae Lee)
541,0.599,0.571,-4.998,0.0665,0.198,0.0,0.0969,0.285,151.974,206453,3,0.599,0.571,2,-4.998,1,0.0665,0.198,0.0,0.0969,0.285,151.974,audio_features,2VdT56BGpdqNHUgOe1j5vc,spotify:track:2VdT56BGpdqNHUgOe1j5vc,https://api.spotify.com/v1/tracks/2VdT56BGpdqNHUgOe1j5vc,https://api.spotify.com/v1/audio-analysis/2VdT56BGpdqNHUgOe1j5vc,206453,4,Post Malone,Rich & Sad
542,0.738,0.824,-5.165,0.0437,0.15,0.0,0.132,0.386,138.039,204360,1,0.738,0.824,5,-5.165,0,0.0437,0.15,0.0,0.132,0.386,138.039,audio_features,5lZZmityu9TAjNvSY6GLhR,spotify:track:5lZZmityu9TAjNvSY6GLhR,https://api.spotify.com/v1/tracks/5lZZmityu9TAjNvSY6GLhR,https://api.spotify.com/v1/audio-analysis/5lZZmityu9TAjNvSY6GLhR,204360,4,Post Malone,Zack And Codeine
543,0.762,0.621,-6.24,0.0866,0.61,0.0,0.464,0.593,120.056,216747,5,0.762,0.621,0,-6.24,1,0.0866,0.61,0.0,0.464,0.593,120.056,audio_features,5ffntNJnJOeFv7b7DCd0Bw,spotify:track:5ffntNJnJOeFv7b7DCd0Bw,https://api.spotify.com/v1/tracks/5ffntNJnJOeFv7b7DCd0Bw,https://api.spotify.com/v1/audio-analysis/5ffntNJnJOeFv7b7DCd0Bw,216747,4,Post Malone,Takin' Shots
544,0.585,0.52,-6.136,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147,3,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,audio_features,0e7ipj03S05BNilyu5bRzt,spotify:track:0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/tracks/0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/audio-analysis/0e7ipj03S05BNilyu5bRzt,218147,4,Post Malone,rockstar (feat. 21 Savage)
545,0.569,0.777,-4.041,0.0834,0.139,0.0,0.132,0.181,164.027,246987,3,0.569,0.777,4,-4.041,0,0.0834,0.139,0.0,0.132,0.181,164.027,audio_features,09IOPhEh1OMe0HD9b36FJk,spotify:track:09IOPhEh1OMe0HD9b36FJk,https://api.spotify.com/v1/tracks/09IOPhEh1OMe0HD9b36FJk,https://api.spotify.com/v1/audio-analysis/09IOPhEh1OMe0HD9b36FJk,246987,4,Post Malone,Over Now
546,0.75,0.56,-8.094,0.105,0.546,0.0,0.111,0.459,140.06,221440,1,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,audio_features,3swc6WTsr7rl9DqQKQA55C,spotify:track:3swc6WTsr7rl9DqQKQA55C,https://api.spotify.com/v1/tracks/3swc6WTsr7rl9DqQKQA55C,https://api.spotify.com/v1/audio-analysis/3swc6WTsr7rl9DqQKQA55C,221440,4,Post Malone,Psycho (feat. Ty Dolla $ign)
547,0.68,0.578,-5.804,0.04,0.331,0.0,0.135,0.341,145.038,231267,1,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,audio_features,7dt6x5M1jzdTEt8oCbisTK,spotify:track:7dt6x5M1jzdTEt8oCbisTK,https://api.spotify.com/v1/tracks/7dt6x5M1jzdTEt8oCbisTK,https://api.spotify.com/v1/audio-analysis/7dt6x5M1jzdTEt8oCbisTK,231267,4,Post Malone,Better Now
548,0.797,0.55,-4.166,0.24,0.513,0.0,0.0786,0.543,134.206,206267,8,0.797,0.55,9,-4.166,1,0.24,0.513,0.0,0.0786,0.543,134.206,audio_features,6IaieqiCVvsNvEt6Y7yOFa,spotify:track:6IaieqiCVvsNvEt6Y7yOFa,https://api.spotify.com/v1/tracks/6IaieqiCVvsNvEt6Y7yOFa,https://api.spotify.com/v1/audio-analysis/6IaieqiCVvsNvEt6Y7yOFa,206267,4,Post Malone,Ball For Me (feat. Nicki Minaj)
549,0.652,0.643,-5.667,0.0353,0.318,2.87e-06,0.208,0.109,104.932,228227,1,0.652,0.643,9,-5.667,0,0.0353,0.318,2.87e-06,0.208,0.109,104.932,audio_features,4qWCFTuNnmGNdY4egtb4ZY,spotify:track:4qWCFTuNnmGNdY4egtb4ZY,https://api.spotify.com/v1/tracks/4qWCFTuNnmGNdY4egtb4ZY,https://api.spotify.com/v1/audio-analysis/4qWCFTuNnmGNdY4egtb4ZY,228227,4,Post Malone,Otherside
550,0.507,0.48,-5.418,0.0266,0.449,0.0,0.147,0.35,86.046,204427,2,0.507,0.48,5,-5.418,1,0.0266,0.449,0.0,0.147,0.35,86.046,audio_features,4H7WNRErSbONkM06blBoGc,spotify:track:4H7WNRErSbONkM06blBoGc,https://api.spotify.com/v1/tracks/4H7WNRErSbONkM06blBoGc,https://api.spotify.com/v1/audio-analysis/4H7WNRErSbONkM06blBoGc,204427,4,Post Malone,Stay
551,0.652,0.591,-7.274,0.0418,0.145,5.65e-06,0.164,0.274,121.873,261800,0,0.652,0.591,11,-7.274,0,0.0418,0.145,5.65e-06,0.164,0.274,121.873,audio_features,1ZemPoaj7LBj1RAQrb89EC,spotify:track:1ZemPoaj7LBj1RAQrb89EC,https://api.spotify.com/v1/tracks/1ZemPoaj7LBj1RAQrb89EC,https://api.spotify.com/v1/audio-analysis/1ZemPoaj7LBj1RAQrb89EC,261800,4,Post Malone,Blame It On Me
552,0.798,0.733,-4.811,0.0476,0.265,1.25e-06,0.114,0.861,146.046,211427,4,0.798,0.733,7,-4.811,0,0.0476,0.265,1.25e-06,0.114,0.861,146.046,audio_features,1D2L6MefbXon28PzIk9I3r,spotify:track:1D2L6MefbXon28PzIk9I3r,https://api.spotify.com/v1/tracks/1D2L6MefbXon28PzIk9I3r,https://api.spotify.com/v1/audio-analysis/1D2L6MefbXon28PzIk9I3r,211427,4,Post Malone,92 Explorer
