,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artists,song_title
187,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,audio_features,5XRHGXut00SrJUFmcn2lQF,spotify:track:5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/tracks/5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/audio-analysis/5XRHGXut00SrJUFmcn2lQF,238000,4,Mumford & Sons,I Will Wait
188,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,audio_features,5XRHGXut00SrJUFmcn2lQF,spotify:track:5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/tracks/5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/audio-analysis/5XRHGXut00SrJUFmcn2lQF,238000,4,Mumford & Sons,The Cave
189,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,audio_features,5XRHGXut00SrJUFmcn2lQF,spotify:track:5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/tracks/5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/audio-analysis/5XRHGXut00SrJUFmcn2lQF,238000,4,Mumford & Sons,Little Lion Man
190,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,audio_features,5XRHGXut00SrJUFmcn2lQF,spotify:track:5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/tracks/5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/audio-analysis/5XRHGXut00SrJUFmcn2lQF,238000,4,The Weeknd,The Hills
191,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,audio_features,5XRHGXut00SrJUFmcn2lQF,spotify:track:5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/tracks/5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/audio-analysis/5XRHGXut00SrJUFmcn2lQF,238000,4,Shelley FKA DRAM,Broccoli (feat. Lil Yachty)
192,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,audio_features,5XRHGXut00SrJUFmcn2lQF,spotify:track:5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/tracks/5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/audio-analysis/5XRHGXut00SrJUFmcn2lQF,238000,4,Imagine Dragons,Demons
193,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,audio_features,5XRHGXut00SrJUFmcn2lQF,spotify:track:5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/tracks/5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/audio-analysis/5XRHGXut00SrJUFmcn2lQF,238000,4,Imagine Dragons,Radioactive
194,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,audio_features,5XRHGXut00SrJUFmcn2lQF,spotify:track:5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/tracks/5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/audio-analysis/5XRHGXut00SrJUFmcn2lQF,238000,4,Imagine Dragons,On Top Of The World
195,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,audio_features,5XRHGXut00SrJUFmcn2lQF,spotify:track:5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/tracks/5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/audio-analysis/5XRHGXut00SrJUFmcn2lQF,238000,4,Imagine Dragons,Bleeding Out
196,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,audio_features,5XRHGXut00SrJUFmcn2lQF,spotify:track:5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/tracks/5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/audio-analysis/5XRHGXut00SrJUFmcn2lQF,238000,4,Imagine Dragons,Shots
197,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,audio_features,5XRHGXut00SrJUFmcn2lQF,spotify:track:5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/tracks/5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/audio-analysis/5XRHGXut00SrJUFmcn2lQF,238000,4,Imagine Dragons,I Bet My Life
198,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,audio_features,5XRHGXut00SrJUFmcn2lQF,spotify:track:5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/tracks/5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/audio-analysis/5XRHGXut00SrJUFmcn2lQF,238000,4,Nirvana,Smells Like Teen Spirit
199,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,audio_features,5XRHGXut00SrJUFmcn2lQF,spotify:track:5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/tracks/5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/audio-analysis/5XRHGXut00SrJUFmcn2lQF,238000,4,Scouting For Girls,Silly Song
200,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Scouting For Girls,Sob Story
201,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,OneRepublic,Lift Me Up
202,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Ben Rector,Brand New
203,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,X Ambassadors,Renegades
204,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Arctic Monkeys,Do I Wanna Know?
205,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,The Weeknd,I Feel It Coming
206,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Oasis,Hey Now! - Remastered
207,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Oasis,D'You Know What I Mean? - Remastered
208,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Of Monsters and Men,Little Talks
209,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Of Monsters and Men,King And Lionheart
210,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Florence + The Machine,Ship To Wreck
211,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Ed Sheeran,Lego House
212,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Oasis,Whatever - Remastered
213,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Oasis,Live Forever - Remastered
214,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,JAY-Z,No Church In The Wild
215,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Smash Mouth,All Star
216,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Dagny,Backbeat - Edeema Tropical Remix
217,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Eminem,Love The Way You Lie
218,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Major Lazer,Light It Up (feat. Nyla & Fuse ODG) [Remix]
219,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Maroon 5,Sugar
220,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Maroon 5,She Will Be Loved - Radio Mix
221,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,The Killers,All These Things That I've Done
222,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,M83,Midnight City
223,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,American Authors,Best Day Of My Life
224,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Lorde,Royals
225,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,John Newman,Love Me Again
226,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,The Killers,Smile Like You Mean It
227,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Milky Chance,Stolen Dance
228,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Red Hot Chili Peppers,Under the Bridge
229,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Imagine Dragons,It's Time
230,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,The Killers,Human
231,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Gotye,Somebody That I Used To Know
232,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,David Guetta,Titanium (feat. Sia)
233,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Oasis,Some Might Say - Remastered
234,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Lost Frequencies,Are You With Me - Radio Edit
235,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Bastille,Flaws
236,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Years & Years,King
237,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah
238,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Gym Class Heroes,Stereo Hearts (feat. Adam Levine)
239,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Bastille,Bad Blood
240,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Avicii,Waiting For Love
241,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Lost Frequencies,Reality
242,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Bastille,Of The Night
243,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Galantis,Runaway (U & I)
244,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Sigala,Easy Love
245,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Galantis,Peanut Butter Jelly
246,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Armin van Buuren,This Is What It Feels Like
247,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,The Killers,Mr. Brightside
248,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Ed Sheeran,Castle on the Hill
249,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Ed Sheeran,Shape of You
250,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Alan Walker,Faded
251,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,The Chainsmokers,Paris
252,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Two Door Cinema Club,What You Know
253,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,Miles Kane,Don't Forget Who You Are
254,0.258,0.795,9,-5.565,1,0.0566,0.199,0.0,0.302,0.397,165.079,audio_features,2Azl23cCcZuOOJ2PKYmYyT,spotify:track:2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/tracks/2Azl23cCcZuOOJ2PKYmYyT,https://api.spotify.com/v1/audio-analysis/2Azl23cCcZuOOJ2PKYmYyT,200773,4,The Royal Concept,On Our Way
