,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artists,song_title
10,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/tracks/7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/audio-analysis/7BHPGtpuuWWsvE7cCaMuEU,203507,4,Florence + The Machine,Shake It Out
11,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/tracks/7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/audio-analysis/7BHPGtpuuWWsvE7cCaMuEU,203507,4,You Me At Six,Lived a Lie
12,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/tracks/7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/audio-analysis/7BHPGtpuuWWsvE7cCaMuEU,203507,4,The Killers,Runaways
13,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/tracks/7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/audio-analysis/7BHPGtpuuWWsvE7cCaMuEU,203507,4,Vance Joy,Riptide
14,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/tracks/7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/audio-analysis/7BHPGtpuuWWsvE7cCaMuEU,203507,4,Oasis,Wonderwall - Remastered
15,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/tracks/7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/audio-analysis/7BHPGtpuuWWsvE7cCaMuEU,203507,4,The Kooks,Always Where I Need To Be
16,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/tracks/7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/audio-analysis/7BHPGtpuuWWsvE7cCaMuEU,203507,4,Arctic Monkeys,Why'd You Only Call Me When You're High?
17,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/tracks/7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/audio-analysis/7BHPGtpuuWWsvE7cCaMuEU,203507,4,Two Door Cinema Club,What You Know
18,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/tracks/7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/audio-analysis/7BHPGtpuuWWsvE7cCaMuEU,203507,4,Razorlight,America
19,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/tracks/7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/audio-analysis/7BHPGtpuuWWsvE7cCaMuEU,203507,4,Oasis,Don't Look Back In Anger - Remastered
20,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/tracks/7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/audio-analysis/7BHPGtpuuWWsvE7cCaMuEU,203507,4,Radical Face,"Welcome Home, Son"
21,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/tracks/7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/audio-analysis/7BHPGtpuuWWsvE7cCaMuEU,203507,4,Kings of Leon,Use Somebody
22,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/tracks/7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/audio-analysis/7BHPGtpuuWWsvE7cCaMuEU,203507,4,The Temper Trap,Sweet Disposition
23,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/tracks/7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/audio-analysis/7BHPGtpuuWWsvE7cCaMuEU,203507,4,Kygo,Raging (feat. Kodaline)
24,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/tracks/7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/audio-analysis/7BHPGtpuuWWsvE7cCaMuEU,203507,4,Drake,One Dance
25,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/tracks/7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/audio-analysis/7BHPGtpuuWWsvE7cCaMuEU,203507,4,Alesso,Heroes (we could be)
26,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/tracks/7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/audio-analysis/7BHPGtpuuWWsvE7cCaMuEU,203507,4,Ed Sheeran,Small Bump
27,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/tracks/7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/audio-analysis/7BHPGtpuuWWsvE7cCaMuEU,203507,4,DJ Snake,Middle
28,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/tracks/7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/audio-analysis/7BHPGtpuuWWsvE7cCaMuEU,203507,4,Fountains Of Wayne,Stacy's Mom
